"","X16.cell","late.blastocyst","late.blastocyst.1","X8.cell","early.blastocyst","X16.cell.1","mid.2.cell","X8.cell.1","mid.blastocyst","late.blastocyst.2","early.2.cell","mid.blastocyst.1","early.blastocyst.1","mid.blastocyst.2","mid.blastocyst.3","mid.blastocyst.4","early.2.cell.1","X16.cell.2","X8.cell.2","early.blastocyst.2","early.blastocyst.3","mid.blastocyst.5","mid.blastocyst.6","late.2.cell","mid.blastocyst.7","late.blastocyst.3","X4.cell","early.blastocyst.4","X16.cell.3","mid.blastocyst.8","late.blastocyst.4","early.blastocyst.5","mid.blastocyst.9","X4.cell.1","X16.cell.4","X8.cell.3","X8.cell.4","mid.blastocyst.10","X16.cell.5","X8.cell.5","X8.cell.6","early.blastocyst.6","mid.blastocyst.11","X16.cell.6","X8.cell.7","early.blastocyst.7","early.2.cell.2","X4.cell.2","early.blastocyst.8","early.2.cell.3","X16.cell.7","early.blastocyst.9","mid.blastocyst.12","X4.cell.3","late.2.cell.1","early.blastocyst.10","X16.cell.8","mid.2.cell.1","mid.blastocyst.13","X4.cell.4","X4.cell.5","mid.blastocyst.14","early.blastocyst.11","X8.cell.8","late.blastocyst.5","mid.blastocyst.15","zygote","early.blastocyst.12","early.blastocyst.13","mid.blastocyst.16","X16.cell.9","mid.blastocyst.17","early.blastocyst.14","mid.blastocyst.18","mid.blastocyst.19","mid.blastocyst.20","X16.cell.10","mid.2.cell.2","X16.cell.11","mid.blastocyst.21","X16.cell.12","late.blastocyst.6","X16.cell.13","X16.cell.14","X8.cell.9","X8.cell.10","X16.cell.15","mid.blastocyst.22","early.blastocyst.15","early.blastocyst.16","late.blastocyst.7","mid.blastocyst.23","mid.2.cell.3","X16.cell.16","late.blastocyst.8","X8.cell.11","late.blastocyst.9","late.blastocyst.10","mid.blastocyst.24","X16.cell.17","early.blastocyst.17","early.2.cell.4","X8.cell.12","early.blastocyst.18","X16.cell.18","late.2.cell.2","mid.2.cell.4","X8.cell.13","early.2.cell.5","mid.2.cell.5","X16.cell.19","X16.cell.20","late.blastocyst.11","X8.cell.14","X16.cell.21","mid.blastocyst.25","early.blastocyst.19","mid.blastocyst.26","X8.cell.15","X16.cell.22","late.2.cell.3","X16.cell.23","mid.2.cell.6","X8.cell.16","early.blastocyst.20","late.blastocyst.12","mid.blastocyst.27","X16.cell.24","late.blastocyst.13","late.blastocyst.14","X8.cell.17","X4.cell.6","X16.cell.25","late.blastocyst.15","X16.cell.26","X4.cell.7","X8.cell.18","X8.cell.19","mid.blastocyst.28","X8.cell.20","early.blastocyst.21","X8.cell.21","X8.cell.22","X16.cell.27","X8.cell.23","X8.cell.24","X16.cell.28","mid.blastocyst.29","X8.cell.25","late.blastocyst.16","late.blastocyst.17","mid.blastocyst.30","late.2.cell.4","X8.cell.26","X16.cell.29","X16.cell.30","early.blastocyst.22","zygote.1","mid.blastocyst.31","mid.blastocyst.32","mid.blastocyst.33","late.2.cell.5","X8.cell.27","mid.blastocyst.34","mid.blastocyst.35","X16.cell.31","X8.cell.28","X16.cell.32","X8.cell.29","X8.cell.30","X8.cell.31","X16.cell.33","late.blastocyst.18","X16.cell.34","X16.cell.35","X16.cell.36","X4.cell.8","early.blastocyst.23","mid.blastocyst.36","X16.cell.37","X16.cell.38","X4.cell.9","X8.cell.32","early.blastocyst.24","mid.blastocyst.37","X8.cell.33","X16.cell.39","X16.cell.40","early.blastocyst.25","X8.cell.34","mid.blastocyst.38","mid.blastocyst.39","mid.2.cell.7","zygote.2","mid.blastocyst.40","mid.blastocyst.41","late.blastocyst.19","X16.cell.41","mid.blastocyst.42","mid.2.cell.8","late.blastocyst.20","late.blastocyst.21","early.blastocyst.26","early.blastocyst.27","early.blastocyst.28","mid.blastocyst.43","X16.cell.42","mid.blastocyst.44","mid.blastocyst.45","mid.blastocyst.46","zygote.3","early.blastocyst.29","mid.blastocyst.47","late.blastocyst.22","late.blastocyst.23","early.2.cell.6","late.2.cell.6","X8.cell.35","X16.cell.43","X8.cell.36","early.blastocyst.30","X8.cell.37","late.2.cell.7","mid.2.cell.9","late.blastocyst.24","mid.blastocyst.48","X4.cell.10","X16.cell.44","mid.blastocyst.49","mid.blastocyst.50","early.blastocyst.31","late.blastocyst.25","mid.blastocyst.51","mid.blastocyst.52","early.blastocyst.32","X16.cell.45","mid.blastocyst.53","X16.cell.46","mid.2.cell.10","late.blastocyst.26","early.blastocyst.33","X4.cell.11","early.blastocyst.34","X8.cell.38","X16.cell.47","X16.cell.48","X8.cell.39","X16.cell.49","late.2.cell.8","X4.cell.12","X16.cell.50","mid.blastocyst.54","X8.cell.40","X4.cell.13","late.blastocyst.27","early.blastocyst.35","mid.blastocyst.55","mid.2.cell.11","mid.blastocyst.56","X16.cell.51","X16.cell.52","early.blastocyst.36","mid.blastocyst.57","early.blastocyst.37","X8.cell.41","early.blastocyst.38","X8.cell.42","X16.cell.53","X8.cell.43","X16.cell.54","X16.cell.55","X8.cell.44","early.blastocyst.39","mid.blastocyst.58","mid.blastocyst.59","late.blastocyst.28","X8.cell.45","early.2.cell.7","X16.cell.56","X16.cell.57","early.blastocyst.40","late.blastocyst.29","early.blastocyst.41","early.blastocyst.42","late.2.cell.9","X8.cell.46"
"Vcpip1",0,142,37,524,0,1,406,31,791,29,2181,736,14,3,102,0,810,2,338,1,1414,3,364,12165,314,551,651,597,200,143,10,87,467,821,634,13,120,349,0,1330,37,1,1291,35,2,33,1234,5102,1775,827,1,497,570,719,9187,789,1741,337,1,1501,437,1251,0,445,278,425,3603,26,0,0,0,28,1240,483,0,804,738,2,0,232,267,15,66,731,2,83,143,70,0,314,60,189,435,1,223,0,131,300,1455,0,418,1311,5,405,6,9524,66,676,1988,427,838,0,130,285,52,75,645,933,319,355,10021,66,80,54,2,0,2,1241,544,484,1112,2760,0,249,320,973,53,152,455,1,0,982,145,1668,7,7,15,57,322,0,186,103,2648,468,97,0,2,3241,195,179,6,3516,91,9,670,176,249,580,55,0,294,0,1,523,1032,624,3042,0,957,479,0,737,706,49,0,216,47,86,1016,3,533,145,159,1594,226,1,0,394,339,134,0,644,163,35,0,104,286,64,46,148,3761,0,521,72,1753,1100,9351,4,97,489,0,127,4671,392,35,606,391,330,0,935,2,208,2106,2,347,5,2616,68,120,0,0,1203,491,457,233,23,224,235,384,913,275,214,1278,1167,617,840,982,61,334,2,880,0,0,0,146,0,30,171,1107,0,511,306,83,3,0,0,209,2037,3,12,1,9,0,248,10886,293
"Hif1a",0,178,0,3,3,0,167,0,13,818,6514,1466,427,8,279,809,2652,359,225,592,243,0,75,562,17,1346,7,69,0,411,71,1673,455,69,33,803,0,939,0,65,5,1019,1,0,100,773,3657,0,458,1781,305,410,419,273,911,983,1,476,0,57,2,112,4,78,297,730,10951,1191,0,395,0,0,4249,6,0,969,1,429,0,3,10,3,0,3,0,62,4,4,0,0,0,224,248,0,2014,0,1418,93,307,119,0,2592,0,697,8,1454,131,33,6106,524,1,832,96,4,0,60,634,569,42,7,1129,713,123,326,644,0,3,0,254,509,532,62,0,722,3,57,340,0,54,0,7,0,5,7,224,5,0,0,0,55,593,1531,872,1,0,29,0,9445,1,1041,5,1884,0,2,573,5,0,797,100,0,146,0,299,0,612,0,156,0,1,0,2,2,756,184,32,178,0,0,13,33,455,1511,301,7452,181,2270,1468,0,0,350,0,92,0,110,833,0,356,237,174,36,9785,1671,1,244,528,1994,53,238,16,0,1,0,2125,881,301,11,0,237,1,0,486,509,2314,3,406,10,1246,261,194,45,568,1,490,0,0,250,49,1,381,2,1,84,0,290,642,7,142,90,1,449,28,1065,0,0,0,342,0,1444,0,0,0,0,395,965,2,537,0,3184,10,124,820,213,4,1161,614,98
"Inpp1",0,0,0,0,0,0,1,0,0,0,28,1269,0,0,90,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,5,204,1,66,0,0,18,0,16,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,15,0,0,0,0,0,0,10,0,0,5,0,0,0,0,0,0,0,0,0,9,251,2963,1,0,0,0,0,0,0,182,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,29,0,0,2,0,0,0,0,0,0,0,0,0,1815,0,0,1,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,347,0,1426,0,0,0,0,1,852,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,726,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,299,0,0,0,0,90,0,0,0,0,0,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,179,0,0,85,433,0
"Dyrk3",0,3,71,495,0,157,1244,2,63,0,5,883,0,15,123,680,127,0,118,219,662,2,2,13218,493,0,73,4,451,14,4,673,91,1214,674,630,150,582,3814,747,109,1,2,5,1,0,79,3520,970,17,166,0,148,964,3435,7,1,722,937,450,1409,3,0,316,323,6,63,2,0,69,10,13,1194,178,0,169,828,1441,1587,1039,60,1,66,316,298,519,37,1762,725,0,0,269,1057,0,0,0,2,5,85,205,281,12,9,27,0,5444,430,93,60,749,8,240,4,217,141,34,7,388,95,7,4831,0,592,295,0,0,31,0,307,622,1467,1617,0,0,744,497,0,0,269,376,0,836,0,220,192,22,13,2,182,5,9,0,5493,601,0,0,0,89,85,684,2,4274,89,0,0,578,615,416,426,2,576,0,296,0,24,0,221,675,1196,0,0,312,58,0,0,600,377,182,0,3,0,79,184,21,0,4,0,8,0,704,0,1,1131,133,1433,1,512,356,391,219,289,1497,2,0,4,21,3737,107,304,384,6,611,6676,324,1,416,531,2,39,2,1,0,0,1,4,0,325,750,997,0,0,1920,0,402,363,8,543,51,8370,985,0,45,372,2037,5,979,775,440,0,1,0,276,0,159,197,0,0,245,163,330,0,0,1,0,2,27,313,0,1246,0,175,0,652,492,4960,65
"Rnf10",0,565,505,1778,3,97,5776,1,2592,941,15394,1756,2498,882,1299,1599,10682,609,1214,959,702,2119,992,33144,1084,213,7323,2354,3143,5776,1299,3793,2888,3655,2251,1308,232,616,1544,3504,4691,2518,8,1357,2189,3830,10912,2804,5437,7676,1745,147,3132,4431,32879,1287,3,6829,3220,7617,5658,2791,2413,193,676,4857,19642,2563,533,615,820,3581,1287,2769,0,2584,660,5261,2877,3178,1758,6,1095,3801,594,451,909,3972,4,2884,996,217,4768,1563,4734,155,1432,1475,6141,2202,1860,6988,1363,6579,1037,21019,2528,1398,16191,4818,2,2343,465,279,903,1662,1416,1448,274,391,38024,3228,3246,1348,1578,773,56,3566,919,1871,1592,3000,486,711,1991,2802,376,646,1355,1780,2749,790,2113,2391,1785,71,497,2296,752,1333,1397,3012,27169,3835,441,912,32,15516,4988,282,345,32076,65,1693,583,676,413,3692,1861,2981,540,594,4463,890,1441,0,4056,75,3085,1906,15,2644,2930,2480,6612,3929,2037,1614,1945,321,3311,3117,4146,10232,3667,1829,2042,1496,643,2902,974,2885,4201,572,3256,2014,1532,1487,1605,2685,25923,3762,2521,834,1754,7613,14052,1852,32,1220,504,1022,34252,4529,207,1419,2663,639,14,966,594,2018,3315,814,1128,1458,2932,1053,2548,2897,4573,5116,2193,2081,1231,1770,342,1979,22922,4550,85,3759,2561,9100,2440,4094,3938,6038,8,1508,1768,488,623,2373,230,1077,3526,1086,1805,1139,1705,1573,1578,26,3018,2529,120,7923,4041,1840,1804,107,1612,1716,44762,473
"Zp2",0,0,0,427,0,0,1015,0,0,0,2583,0,1053,0,0,0,1567,0,0,0,0,0,1,1772,0,0,23,15,20,0,0,0,0,106,145,1,0,0,0,819,264,0,2,0,2,0,1710,1694,0,1503,0,0,1,318,1409,0,0,591,0,1580,248,0,0,0,0,181,3733,0,0,0,0,0,0,0,0,0,0,1045,2,0,372,0,0,1,31,2,0,0,0,0,0,0,589,0,0,0,0,0,0,25,0,1474,684,0,1,2195,185,0,2709,945,0,0,0,0,0,1,0,0,42,100,3669,0,248,1,0,0,0,215,3,0,118,676,0,0,94,145,0,0,0,17,0,66,138,13,0,19,831,0,0,0,0,0,2655,4,0,0,0,4276,0,0,0,1171,0,0,0,16,0,157,3,333,74,37,0,1,0,0,63,0,0,0,172,501,85,6,0,0,75,0,0,6,39,1,694,2034,1,0,0,0,0,437,0,0,0,47,0,0,165,0,27,16,3862,0,0,137,0,1104,3908,337,1,500,0,10,4154,1108,0,0,300,11,0,32,1,0,0,0,0,0,0,8,359,0,0,545,0,1,613,307,0,0,2403,565,0,1,464,104,0,0,0,502,0,239,0,0,0,1,9,0,243,1,35,12,7,844,0,0,0,0,3,2153,0,1188,0,0,0,0,8757,8
"Snapc2",0,52,268,546,98,335,2779,0,1535,0,957,0,822,19,157,1289,461,63,812,368,74,76,81,7665,36,138,935,430,887,41,383,410,583,695,2177,22,234,72,158,0,901,487,12,95,30,20,828,1227,1008,531,138,46,328,1182,10332,285,6,1181,907,205,917,22,86,259,73,32,2317,1,21,0,0,0,459,189,0,3,5,2230,0,109,351,2,800,0,101,55,256,35,0,37,32,0,1855,959,431,3,91,167,12,0,0,191,0,288,0,4436,784,112,1331,1251,0,28,397,275,0,15,381,32,229,0,10700,314,975,138,2,0,35,66,112,175,375,1165,0,0,394,683,0,409,324,0,2,148,8,137,526,17,0,0,242,0,196,508,7214,11,5,497,0,1425,0,1,896,5527,95,0,897,356,612,88,16,679,266,452,0,219,802,1,898,0,19,0,1,919,342,14,1140,231,2,200,0,1,0,119,512,843,104,164,0,1093,85,1066,21,230,1072,100,24,201,23,482,690,991,1587,345,0,2,161,580,4747,136,0,1275,0,549,6233,451,6,13,1100,30,2,1,513,344,141,485,44,28,0,336,1389,0,0,802,263,0,527,0,458,168,9199,1677,57,243,521,1120,271,0,0,921,183,2,470,570,0,67,127,12,100,407,1,0,7,919,1,6,2,2,147,1048,805,0,237,40,1026,135,8706,184
"Hyal1",0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,195,0,0,0,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,276,0,1305,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,6,0,0,72,1,0
"Gm13119",0,0,0,0,0,0,161,64,0,0,4,0,0,0,0,0,17,0,1,0,0,0,0,900,0,0,565,0,0,0,0,0,0,340,0,0,0,0,0,0,0,0,0,0,0,0,5,405,0,227,0,0,0,1,931,0,0,98,0,317,722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,153,0,0,0,0,0,0,0,0,0,227,0,0,0,0,0,0,0,0,233,436,0,0,1117,100,0,2,357,0,0,0,7,0,0,0,0,0,0,3118,0,43,3,0,0,0,0,0,0,0,491,0,0,0,63,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,283,0,0,0,0,0,0,0,0,4953,1,0,0,43,0,0,0,12,0,0,0,0,0,0,228,0,0,0,0,661,0,0,0,1,90,0,0,6,0,0,373,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,831,0,0,0,0,0,1429,1084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,320,7,0,0,0,0,0,605,1333,0,0,243,545,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1755,67
"Atad2",11,315,1076,2875,1566,1036,3730,79,548,1076,558,2233,3592,1025,485,1175,154,60,1318,2381,1703,803,347,15919,2202,907,1797,567,229,1261,2442,2026,1239,2018,2637,2257,267,825,4330,5988,1028,3315,766,887,835,1105,681,10679,1884,229,1404,142,795,2759,33445,1576,514,2129,1714,2461,2917,366,559,479,766,972,1194,9,981,609,315,1358,1235,719,0,813,1295,3096,2103,566,1920,3,315,1433,182,578,536,1814,354,2773,527,978,3076,2361,3966,2,1527,1572,15,1404,2060,497,1043,1435,91,16785,796,1321,1076,2243,959,42,1023,581,143,583,1154,684,347,248,18642,3449,961,1062,1010,310,204,4287,1567,1071,1784,4841,352,2138,1012,1856,554,136,2181,532,1188,938,1909,1880,1026,185,165,1931,207,2493,1979,1679,17406,2915,1974,398,18,1209,1418,92,1110,20412,88,893,2098,465,1319,1362,1982,4372,867,0,2638,665,567,809,2184,2018,1146,873,125,5668,3546,2050,3204,1245,1063,1101,1440,337,2982,2048,827,697,1079,2301,1585,1477,687,1449,168,806,2038,770,621,755,1434,2908,762,378,1839,2413,807,387,1788,712,18927,2168,617,2961,2288,1389,19412,554,330,1,1903,810,45,2231,966,1252,408,270,1229,1046,1510,2575,1941,772,853,1328,1968,764,1390,740,591,1238,16198,3619,2045,587,2088,5105,1809,1285,947,1928,969,715,834,1064,0,1798,47,86,1875,3267,730,1362,675,1950,1928,202,1214,1572,228,776,2138,1401,1255,143,292,1961,30112,1656
"Akap2",0,112,245,0,2,0,272,0,0,62,575,0,23,1,0,489,369,0,0,1,1,1005,9,3547,0,61,1,86,0,0,42,0,0,2,0,0,0,694,0,0,0,0,0,0,0,0,508,1,264,252,0,0,158,325,3259,215,0,352,20,0,0,211,0,0,267,36,1079,0,0,0,0,0,0,26,0,0,0,195,0,0,0,1,0,0,115,41,0,0,0,0,2,92,299,0,1571,0,190,132,41,0,0,481,0,8,0,845,18,0,921,105,0,0,1378,0,0,922,7,0,0,0,7620,1,84,0,0,105,57,0,726,211,0,0,0,0,0,30,0,0,164,0,0,0,0,0,0,0,0,0,0,130,75,1183,843,0,0,1,1,799,2489,0,1,1525,0,1774,83,0,0,0,0,0,81,0,145,0,0,0,16,0,0,0,0,0,3,1180,16,0,0,0,0,0,249,5,201,597,0,0,0,0,0,58,10,280,0,495,33,142,0,78,0,192,1024,0,0,40,229,380,1090,0,0,0,0,0,1748,225,159,0,0,0,0,0,6,0,0,0,289,0,0,0,55,0,0,18,499,0,0,0,0,0,1692,31,1,196,0,0,274,0,0,34,721,0,0,0,0,235,0,17,0,0,0,0,0,0,31,784,0,93,0,550,0,0,5,56,0,694,4261,0
"Incenp",0,112,164,379,3,358,1104,32,717,552,1016,59,0,194,134,929,1563,70,1166,3,299,735,92,11073,568,1105,992,76,660,5,26,36,0,2472,891,751,347,2152,0,166,1677,550,393,638,326,0,1345,5577,1651,1047,2052,333,273,3083,19806,247,4,963,184,1915,3370,726,6,772,481,2043,4513,273,1224,964,83,1167,980,1640,0,268,5,1424,1009,132,1262,39,606,351,386,476,246,53,0,0,530,3,838,190,1,276,128,182,2190,304,515,857,481,307,296,13646,316,600,2649,948,496,131,247,281,831,638,853,554,344,134,13685,772,540,457,215,189,185,776,396,429,975,2317,25,0,179,701,479,484,149,1230,71,314,272,426,411,65,141,0,430,637,583,437,9175,1000,1328,357,2,2836,0,879,819,8815,83,24,144,520,1186,713,226,730,624,0,1,634,1306,334,2789,0,1,487,304,6598,1183,363,1260,546,436,264,634,140,252,691,480,1822,687,502,17,1,58,528,0,3,23,22,817,0,483,131,321,16,4987,2375,1191,147,245,540,10204,667,818,1057,0,335,10010,424,9,1075,2384,11,20,615,388,0,545,348,457,210,363,1251,1090,41,1403,3877,350,776,1050,191,831,629,6116,1410,1163,407,2013,3790,651,443,186,1126,721,434,697,167,56,669,159,767,419,92,715,847,802,2214,8,185,1,98,108,842,504,1291,240,134,560,961,14579,449
"Elavl3",1399,0,0,95,0,8,589,1,0,0,2751,0,0,0,0,4,940,0,159,346,0,0,49,2756,0,0,80,0,50,0,15,0,0,64,0,0,47,0,29,0,213,0,0,0,39,0,2342,1474,81,1314,2,0,1,44,3328,0,0,492,0,202,551,9,2,67,0,101,4843,8,0,0,0,0,299,173,0,0,0,223,11,0,0,0,0,58,0,71,50,0,25,0,0,0,1056,188,0,0,0,0,0,272,0,1370,371,0,0,801,223,3,3677,279,0,6,37,1,345,0,0,0,0,0,4498,0,379,597,0,0,0,2,28,104,160,149,0,0,75,123,225,0,0,127,0,8,0,314,65,33,173,0,22,0,0,0,4420,8,1,49,0,3460,0,712,0,3736,0,0,0,4,0,0,69,217,0,0,1,267,0,143,18,0,0,109,41,17,142,0,30,10,0,3,1,22,19,0,242,2927,8,0,0,0,0,373,0,0,0,0,0,0,0,0,0,1,6542,0,0,0,0,1463,1967,762,0,186,3161,0,2690,366,0,0,130,0,0,495,294,0,0,0,79,26,0,408,238,0,0,7,0,257,114,89,23,34,1272,1,20,5,32,3,0,0,7,344,0,0,54,3,0,0,14,0,777,211,250,32,3,0,0,0,0,0,0,1712,0,0,0,0,0,11,1543,134
"Hsf5",0,0,0,70,0,0,44,0,0,0,2436,0,0,0,0,0,1920,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,2,0,0,0,1152,0,0,921,0,0,4,0,142,0,0,296,0,0,0,0,0,0,0,116,3282,0,0,0,0,0,719,0,0,0,0,235,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1888,0,1,0,54,57,0,2133,26,0,0,0,0,0,0,0,0,0,0,6,0,8,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,342,0,0,0,0,2590,0,0,0,79,0,0,389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,381,1253,0,0,0,0,0,42,0,0,0,62,0,0,0,0,1,0,2365,0,0,0,0,856,777,0,0,0,0,0,942,518,0,0,0,0,0,0,0,0,0,0,0,10,0,0,66,0,0,0,0,0,0,0,0,0,840,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,577,0,0,0,0,0,0,1,0,0,0,2241,0,0,0,0,0,0,53,0
"Ano10",0,0,0,0,0,0,363,0,0,0,1999,0,0,0,9,0,1330,0,0,3,0,0,0,747,0,0,0,3,0,0,41,8,0,155,0,0,0,0,0,0,0,0,1,0,0,0,1634,0,0,804,0,211,348,0,156,0,0,262,0,0,0,3,0,0,70,43,2950,0,0,0,0,0,461,0,0,0,0,428,0,0,0,0,0,0,0,0,1,0,0,0,0,36,320,113,0,0,0,0,0,0,0,429,0,0,0,1,45,0,2557,238,0,300,0,0,0,0,60,1,0,0,1073,0,205,21,17,0,0,0,389,2,0,52,10,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,1,211,0,0,0,0,2758,0,0,0,254,0,35,1007,0,0,0,0,0,0,9779,0,0,0,0,5,0,0,0,1,0,602,0,1649,3,0,0,1255,0,7,0,319,1882,0,0,0,0,0,309,0,0,0,0,0,0,0,2,534,87,1680,0,0,1956,0,774,37,0,0,217,0,0,1773,530,0,17,2,0,1,0,23,0,0,0,0,0,0,0,230,0,0,0,22,0,0,0,0,0,1391,113,2,0,8,0,14,0,2,169,0,0,0,238,0,75,0,0,74,0,0,0,0,0,96,2,0,0,0,2409,0,0,206,0,0,15,1316,0
"Alox12",0,59,0,377,2988,158,1002,1,258,88,878,738,391,11,0,0,569,3,284,446,0,0,117,3389,93,1181,492,11,40,0,0,219,0,219,0,306,72,0,0,1190,976,0,2,0,2,0,494,856,395,80,0,79,1,706,5902,32,1,1101,0,563,519,5,1,143,0,14,907,2994,0,2,115,0,0,87,0,0,0,643,0,0,288,0,127,270,0,68,675,284,0,0,9,0,783,1,1571,0,51,7,0,309,396,336,541,9,196,6758,155,1208,744,967,3,826,1,122,0,252,3,574,75,164,6224,968,140,313,28,1,0,357,9,1,714,20,0,746,0,382,1,9,0,925,651,596,0,3,178,5,180,295,51,1,0,412,3316,3,723,390,0,856,0,0,4,6092,1,0,0,57,370,220,237,26,35,0,887,1054,413,0,44,0,0,208,239,914,773,0,0,5,81,0,0,0,0,0,354,345,0,51,0,307,0,155,0,543,432,0,0,0,6,211,0,0,814,0,19,4,977,366,8341,66,0,396,0,38,3533,69,4,8,730,0,23,0,5,285,0,0,316,251,0,480,180,1785,0,708,0,186,174,956,52,181,4655,430,1,590,0,733,366,36,0,203,0,277,216,1,0,1,44,0,2099,0,535,243,0,326,2,1,0,27,65,269,392,422,109,22,0,173,9480,106
"Secisbp2l",0,176,761,140,3,146,2271,0,349,98,4620,259,1927,214,204,426,4944,0,43,298,0,95,128,4423,1125,429,322,110,1,480,852,534,461,0,83,563,0,887,0,0,1,1,6,413,305,440,3513,715,1034,2649,338,143,165,103,5150,245,7,1724,67,6,749,418,138,12,354,1008,11712,0,3382,0,0,3,475,147,0,308,1486,1556,513,390,35,5,87,351,224,47,214,1,0,1344,91,568,2456,315,2280,0,681,861,518,111,486,2565,575,116,1,2853,524,250,5227,1474,111,253,26,45,780,1089,494,253,40,0,4015,4,643,575,416,792,313,365,451,106,50,97,35,1,376,283,2,131,814,21,0,507,9,89,0,30,2,61,78,5,658,91,7863,647,3,26,0,9918,246,0,0,5771,1,447,12,100,0,98,470,75,91,0,332,570,179,3,547,0,56,13,669,477,416,1415,1050,3,263,58,708,0,591,654,595,6004,1360,107,0,565,2,275,571,498,24,126,3,0,1094,13,784,101,15178,689,0,17,291,2748,2047,45,1,24,0,75,4457,725,2517,0,398,1,2,1191,67,316,207,1,431,93,0,379,680,0,0,679,1057,0,16,400,107,107,1203,352,0,256,0,311,408,0,41,1286,10,0,144,0,48,6,10,964,656,79,124,747,630,25,744,20,0,129,22,4043,0,54,360,7,34,296,6697,405
"Mcc",0,0,0,0,0,0,609,0,0,0,4389,0,0,0,0,0,1433,0,0,0,0,0,2,4150,0,0,1,0,0,2,0,0,0,14,10,0,0,0,0,0,0,0,0,0,0,0,1384,0,0,1522,0,0,96,296,2843,0,0,891,0,0,50,0,0,93,0,197,3140,0,0,0,0,10,0,0,0,0,0,878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,855,0,0,0,0,0,0,0,0,1265,0,0,0,2712,246,0,2330,686,0,0,1,0,0,0,0,0,0,0,2484,0,339,0,0,0,153,0,0,0,0,7,0,0,27,45,0,0,0,0,0,0,241,0,0,0,0,0,0,0,53,0,1225,0,0,0,0,2701,0,0,0,4522,0,0,0,0,0,1,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50,0,0,996,1444,0,0,0,0,1,532,0,0,0,0,0,0,0,0,7,3,2229,0,0,0,0,1874,1272,0,0,0,0,0,354,1251,0,1,170,0,0,0,0,0,0,0,0,0,0,0,151,0,0,0,0,0,0,4,0,0,2417,475,0,0,0,424,0,803,0,245,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2155,0,0,185,0,0,0,2218,15
